Id,SalePrice
1461,113820.59639962534
1462,158042.9811361749
1463,187128.2254145361
1464,193615.990701195
1465,185770.32236529942
1466,176039.77958473435
1467,173660.70448074592
1468,167789.05174486426
1469,183634.75696332034
1470,127065.48767966047
1471,195286.7184075063
1472,93071.15108577794
1473,93780.72114630866
1474,150161.7990843007
1475,122870.57347418719
1476,378309.9424251854
1477,247803.08816933088
1478,291522.05734093476
1479,309054.5649331967
1480,483917.9416804631
1481,314020.34677220526
1482,206938.84266483533
1483,173235.1208139766
1484,169668.5934762414
1485,174961.65749386445
1486,196905.04540448613
1487,327390.45729223493
1488,238526.89948381178
1489,207034.57939220258
1490,223855.181099555
1491,191208.72821184658
1492,91581.36596626419
1493,176186.85003411444
1494,290716.2754726302
1495,285866.1249163805
1496,249124.2250312745
1497,181907.24115274666
1498,161843.50941942667
1499,158558.37213713874
1500,151407.0708648744
1501,170895.31204310645
1502,155468.266490052
1503,290277.57314484136
1504,244740.8929905383
1505,237334.59640686834
1506,177605.19859107165
1507,237803.34115867887
1508,202261.00061784097
1509,161338.5727024693
1510,146927.73814600168
1511,148735.42390980097
1512,164378.03745168936
1513,142948.7891855372
1514,151715.3457051289
1515,184213.90516809988
1516,151222.1890005219
1517,162118.48206956577
1518,130085.8050181069
1519,220565.90849961204
1520,139089.4980633767
1521,139445.34829847573
1522,163836.38209042614
1523,105990.87313602702
1524,109403.7875029863
1525,120110.75591908758
1526,123114.71488762977
1527,101407.07225206976
1528,134702.04042179583
1529,145021.74102701485
1530,166187.84999070887
1531,108050.35466309793
1532,96223.7963265147
1533,129657.04010573708
1534,118485.19574556137
1535,160919.65238033418
1536,105667.2923120116
1537,80212.8530056328
1538,155329.32004659434
1539,198162.7839915636
1540,110962.33200723873
1541,135852.69286520424
1542,140023.16585555612
1543,209698.56564812126
1544,80310.72155771295
1545,99067.52473254433
1546,127324.5838228423
1547,131511.37478082595
1548,122795.16469174362
1549,111700.23227333973
1550,139370.89468781638
1551,115279.29549982747
1552,137291.91270761832
1553,143348.213936562
1554,106218.87059069313
1555,181292.91660348992
1556,121364.80287817738
1557,108233.73994102843
1558,103837.98930264774
1559,91664.7800513539
1560,130745.52067693119
1561,135015.8368728727
1562,127707.65841159568
1563,122142.30249479276
1564,155335.63475374022
1565,148223.97914348062
1566,238569.48200366364
1567,81395.22209362769
1568,225394.49664069145
1569,135824.2389513979
1570,134834.62694530902
1571,124548.32591428165
1572,146900.65015501107
1573,250948.77376341165
1574,132078.37642887107
1575,222963.1261448912
1576,227384.21206734565
1577,198731.90729904917
1578,145251.12811032022
1579,148024.22223314276
1580,190891.3783577809
1581,147915.0874678016
1582,126599.34793137934
1583,319445.41165567294
1584,223126.5568401938
1585,142041.46081983304
1586,72409.54916893349
1587,100744.76409796259
1588,149710.73341096085
1589,106278.65831655548
1590,130142.81799679568
1591,95360.7122628262
1592,123026.41775236656
1593,115821.48473364182
1594,131966.82322146345
1595,134314.60845141843
1596,223997.18346865088
1597,175045.10846650464
1598,190921.80359652892
1599,175443.53275430232
1600,170209.05227416212
1601,61010.436882936374
1602,106935.58225102632
1603,75248.07199114845
1604,291781.78273195325
1605,240689.88175373813
1606,160654.07208424114
1607,159369.43820200601
1608,213994.22997355345
1609,192141.09111507935
1610,157823.89355554443
1611,134927.80828615458
1612,164492.25632607227
1613,160707.8203668239
1614,122306.47388171867
1615,81805.99087622798
1616,75090.08508561413
1617,84043.068529657
1618,125763.46237429632
1619,135727.41654539868
1620,182726.7496467403
1621,138519.4870576286
1622,145622.7686443658
1623,273190.2539734741
1624,216135.8090804891
1625,125675.11407279912
1626,150448.9382341141
1627,186733.43424666594
1628,290423.69114311767
1629,184081.17043467355
1630,368543.9412321608
1631,209591.66085104694
1632,242113.10412695367
1633,169555.97962503045
1634,187913.6888017502
1635,181889.04322245865
1636,156192.61175533425
1637,179023.71680030614
1638,207923.13271357032
1639,171227.0714798018
1640,252689.76842669628
1641,183150.14891056583
1642,233785.42366343757
1643,233432.71448587062
1644,238994.87979828825
1645,179703.25897090323
1646,156365.05649790316
1647,159025.30440705118
1648,132803.47389425154
1649,134191.44098787187
1650,119911.88293524917
1651,118949.524976257
1652,92021.55206887702
1653,89304.37371499531
1654,153585.40135541002
1655,148685.9858560038
1656,146422.99169671972
1657,150641.40040558903
1658,151662.70427658968
1659,130294.1714527231
1660,154253.20481319216
1661,474284.01978149236
1662,403608.60532999283
1663,418141.00786211394
1664,475377.1267131441
1665,331104.49411799863
1666,348847.169857268
1667,376376.4206932836
1668,354487.3440913341
1669,305068.94493515004
1670,369388.7993047416
1671,259246.0918850863
1672,443033.45456154225
1673,298875.72105665045
1674,248587.25778570998
1675,185216.25027419627
1676,187669.62488424376
1677,220329.97795090248
1678,453976.054311442
1679,400535.15986065305
1680,347480.18499684456
1681,260484.75490092303
1682,319421.91826740984
1683,179015.4466003332
1684,174419.22694629518
1685,169870.8135859
1686,171669.74663526902
1687,168386.58767341654
1688,194497.87449837095
1689,193585.87106283757
1690,197373.68962891935
1691,178787.27891058402
1692,265950.6360817116
1693,170633.89136194176
1694,181210.94234657718
1695,164970.33447220086
1696,283578.9965344483
1697,163906.8614754547
1698,351426.6365874184
1699,317182.7519281551
1700,248832.64745642606
1701,275071.9443247365
1702,256679.3628274305
1703,257893.1819001801
1704,283965.47941147117
1705,236979.28279291163
1706,448338.36005516764
1707,222028.6096448987
1708,218659.96195102777
1709,276756.8576613464
1710,230580.1721358055
1711,264977.89256353036
1712,268232.78680273524
1713,284998.29659133684
1714,227398.51452758635
1715,211473.2630163405
1716,183596.69088664834
1717,172311.8398901711
1718,132512.64910350458
1719,202215.70092101148
1720,243270.99983657248
1721,169745.07621153246
1722,126324.06833385502
1723,159399.13471146396
1724,214013.0809583611
1725,234363.78456049672
1726,183117.85685409658
1727,162851.48066105667
1728,184157.82524325998
1729,159837.871367424
1730,154910.4856042622
1731,113305.77826630481
1732,124787.18432137856
1733,119112.94216101752
1734,128472.17157901838
1735,139667.1473640578
1736,112723.430566524
1737,345093.91010065534
1738,219799.31522325976
1739,267485.9141060495
1740,215953.61622658183
1741,203327.34208736123
1742,168075.89557845076
1743,177873.98206260332
1744,322974.81839443697
1745,213144.8165275376
1746,209796.53248811062
1747,225481.49477412843
1748,212132.31789902083
1749,156587.6588012628
1750,145421.43262901052
1751,240196.340901554
1752,123336.31537078874
1753,137736.12537299833
1754,202751.83057974544
1755,170500.31138180103
1756,116693.04447298782
1757,114154.57867446086
1758,146015.68159536656
1759,164286.9881596382
1760,153614.78252374777
1761,148376.36297811408
1762,171526.31104935735
1763,171339.90403531378
1764,116386.41910387597
1765,159366.78445943617
1766,162876.8573949268
1767,195772.47414267316
1768,142539.9114782008
1769,168854.2221213087
1770,146632.92678833182
1771,130420.4015777428
1772,128151.87560659387
1773,132934.69041043767
1774,141546.44077053652
1775,127786.45155950468
1776,116360.37115955674
1777,105959.50974311375
1778,137833.98043024942
1779,115693.19042902706
1780,180716.42640880364
1781,126244.09789603477
1782,85697.47070668911
1783,135457.24679235008
1784,101740.02126193573
1785,113148.91596591909
1786,138512.9867979678
1787,166459.47927203545
1788,63677.53322073917
1789,101821.25084990523
1790,72500.3580555929
1791,176280.58769504717
1792,140285.46421887729
1793,142511.9940460222
1794,146041.45592298082
1795,132472.62867075458
1796,131825.63508568524
1797,134213.49443520268
1798,122259.50953757891
1799,103874.2363136273
1800,132664.72419254782
1801,125630.47071500508
1802,137892.5984883453
1803,146111.0952778765
1804,141424.00962092413
1805,140441.51117560646
1806,122707.076057076
1807,129476.38692479728
1808,119290.35489872175
1809,116728.10552302338
1810,131409.68107268936
1811,92086.64135061548
1812,99033.5945761367
1813,114692.83008185087
1814,78663.1502313699
1815,59800.7827282706
1816,88617.07058580745
1817,116432.61830388711
1818,140099.1484452832
1819,121959.75001564375
1820,65369.92813910311
1821,102626.6895590424
1822,149517.20058117004
1823,52255.01665592769
1824,134419.52015488123
1825,138264.16210267707
1826,105054.9287347185
1827,101058.03829510722
1828,132766.40115792793
1829,113113.32137547746
1830,134850.2436463109
1831,136687.8551064944
1832,111957.24403182509
1833,132681.8335165663
1834,122611.89771995635
1835,128106.86182851795
1836,116417.06634783928
1837,94620.61600727992
1838,116052.88250239586
1839,81639.89784979397
1840,157050.905100796
1841,141023.99944362912
1842,99311.9448675342
1843,143324.81584258008
1844,138886.68126829376
1845,139921.85253605142
1846,153206.82417793854
1847,172217.39410946262
1848,53202.813215947695
1849,107769.9252909246
1850,115746.87445418001
1851,149442.96432436744
1852,125877.62084816133
1853,141854.85186694868
1854,171996.19741928962
1855,153261.27034829734
1856,224384.36586532107
1857,170961.6269022941
1858,143806.4410239066
1859,122588.75385903353
1860,157283.0888940926
1861,121614.20534629565
1862,291563.713874879
1863,286141.9112366276
1864,286141.9112366276
1865,345831.63688853517
1866,357223.08081792283
1867,243373.2428139543
1868,315489.4780770962
1869,207384.79632652638
1870,232587.6474365579
1871,260404.1618263291
1872,166525.76435489228
1873,236195.90256125186
1874,143658.74435915862
1875,204630.36360023072
1876,188161.67047333193
1877,212191.95797674355
1878,210977.6947323666
1879,136565.10423507832
1880,132699.95792791466
1881,249898.7460302211
1882,252684.6283674866
1883,186181.2869307684
1884,202400.94048475855
1885,256459.442078407
1886,307603.98544524465
1887,205122.30268100864
1888,272834.8777575703
1889,157675.53487113197
1890,127990.71672096293
1891,138843.5288668503
1892,102357.38013301419
1893,133548.65563732333
1894,121266.0825298451
1895,145542.6048616167
1896,127018.46694169319
1897,120190.79614658718
1898,115446.28566684344
1899,156083.8404888748
1900,141359.96168933547
1901,169955.32397241693
1902,149309.14294050907
1903,216639.45194949018
1904,138471.46677853126
1905,169374.9199055824
1906,164094.4595065755
1907,193164.67643885865
1908,106642.254795492
1909,132054.2889990017
1910,115894.27826811848
1911,191379.38449998046
1912,309983.4871013095
1913,150611.19394123318
1914,52426.8565813628
1915,332864.06543754094
1916,66025.69795519614
1917,259369.0366948192
1918,141285.68463731688
1919,159564.6867429085
1920,151498.5265965616
1921,452544.7598117691
1922,340795.47249886417
1923,210848.10706674994
1924,230730.03819311032
1925,208406.99379171556
1926,436637.2651875768
1927,138085.56099986463
1928,158876.91977714756
1929,114284.76430554382
1930,139478.76437877407
1931,143686.24996697198
