Id,SalePrice
1461,116054.19217348084
1462,155619.4386847029
1463,186908.23591461746
1464,192913.28977537042
1465,187900.12009059367
1466,175662.05319105956
1467,169617.17972576228
1468,165899.4348703551
1469,185666.74647915142
1470,125777.64380292881
1471,196173.93376585376
1472,94520.22508611214
1473,94341.87996745137
1474,149674.69444907398
1475,124122.2081968292
1476,378107.91773837345
1477,244971.70500845887
1478,296391.37712891604
1479,309255.6810780528
1480,478417.82835073606
1481,316108.9745028714
1482,205392.93499072213
1483,174181.97253757154
1484,171266.08448298482
1485,180256.91026984842
1486,197858.20617481935
1487,319553.3686867911
1488,239688.64907682128
1489,204094.7847133117
1490,222330.60755053422
1491,193600.13058081435
1492,94672.0456125338
1493,176745.60761279258
1494,296882.9523780983
1495,292162.283854691
1496,245236.9929995191
1497,183670.58330842145
1498,163254.66784413948
1499,160629.0877762137
1500,151143.93434299892
1501,169591.22204561552
1502,158375.35917065604
1503,286883.0101314629
1504,243737.62411774098
1505,237814.8968926151
1506,176247.92463707764
1507,236968.68157407583
1508,205533.54950767994
1509,158832.46955992887
1510,145452.7838938874
1511,149248.89988128113
1512,165301.86181329322
1513,140454.22034336653
1514,151835.50280996106
1515,186682.5400299665
1516,154310.38259755736
1517,164751.27272477417
1518,132163.79225842436
1519,218240.51431988063
1520,138340.2347761361
1521,140136.3201472034
1522,166123.74872599798
1523,106552.05581952498
1524,110294.68211955598
1525,122093.97395327728
1526,124222.64332016242
1527,104295.32150914919
1528,130759.84952227001
1529,142316.36150072783
1530,166106.7302687843
1531,114566.35264674672
1532,98114.73761222372
1533,129558.30548692223
1534,116861.00466538765
1535,161318.4595349194
1536,106756.27800892273
1537,82769.89799035277
1538,153718.6909703511
1539,192975.47989603592
1540,115001.15577338653
1541,135004.2894862164
1542,137587.53659986492
1543,206758.8799499902
1544,83365.00959466789
1545,98584.2679148849
1546,126186.42874908769
1547,131205.19003702875
1548,119721.54946255517
1549,109951.42863621685
1550,138359.493601773
1551,118029.90631692608
1552,137131.15274623773
1553,141240.1477893538
1554,106301.05089012788
1555,180992.14865669725
1556,120349.91832012695
1557,111871.42159510938
1558,103084.64175119258
1559,94209.74779687823
1560,135468.52937020187
1561,132615.49576471356
1562,127905.82271402792
1563,121626.40483501459
1564,157563.69363820853
1565,147646.79448332865
1566,237376.51610807178
1567,84257.62107712837
1568,226710.43383173228
1569,138386.82822662042
1570,137447.0581760485
1571,128370.41095139644
1572,146150.405398989
1573,250876.35126604626
1574,131911.7519011335
1575,226421.56048232122
1576,224147.2961601499
1577,197255.52892903364
1578,142592.5713605881
1579,148935.02444404265
1580,192181.23477568573
1581,146772.85107894806
1582,126254.09509248284
1583,317722.9649713313
1584,226933.64273858443
1585,142687.1820608408
1586,75090.99707892367
1587,102175.51810984735
1588,147008.20149841008
1589,107836.05235270732
1590,131016.41587863944
1591,94824.92498876434
1592,126317.04748985173
1593,119562.42511952807
1594,129010.40689052366
1595,131901.9050216295
1596,223369.82850789264
1597,174515.49972173697
1598,195310.24007064244
1599,176841.42434980036
1600,171923.24370777665
1601,63026.35515636024
1602,107074.37533105994
1603,77603.62103681744
1604,281580.1641090484
1605,245952.98883071524
1606,161262.32582954707
1607,163747.01289462444
1608,216548.84970282507
1609,192663.962364144
1610,152530.57523913964
1611,138837.1369774342
1612,166061.12957549366
1613,160557.53408797533
1614,122832.70397892954
1615,82892.50530567516
1616,76469.54455929004
1617,85428.72657781657
1618,124648.74448238929
1619,137708.04002238243
1620,178633.0234453739
1621,136271.07997377927
1622,144942.78647157532
1623,271659.442998673
1624,218088.6135825512
1625,126944.48487688831
1626,157963.4029704655
1627,187205.6673593153
1628,291933.5794431931
1629,182559.51566578014
1630,352137.8677417463
1631,203899.40025500787
1632,236627.02983070057
1633,169886.69901061765
1634,186222.5307554318
1635,182156.53326547847
1636,157984.84821261984
1637,179511.14875400305
1638,209673.81487094675
1639,176589.40840412097
1640,255045.20098079398
1641,185214.32179825022
1642,235690.6385400226
1643,233972.77231171544
1644,238677.39425043113
1645,180138.86610226188
1646,159154.76643050826
1647,166475.81660061883
1648,131884.233550621
1649,132898.9552486944
1650,118455.16134101838
1651,118397.94824720222
1652,93829.82286296667
1653,90850.00981234644
1654,153207.13916836036
1655,149828.01096409286
1656,145540.3156848531
1657,149961.0736838882
1658,151959.73106916668
1659,130506.95376608105
1660,155082.28779438933
1661,472065.44165680633
1662,396994.4699306441
1663,417737.4368021523
1664,470788.5518886403
1665,332077.13927336014
1666,346604.5375506475
1667,373630.53242436534
1668,355964.55497467075
1669,307975.38389598794
1670,374198.07684818725
1671,263163.23081539996
1672,437813.7681435703
1673,302498.5831142192
1674,246650.57600453743
1675,186125.18309931178
1676,186227.5169346548
1677,219759.50069100794
1678,451300.2467501312
1679,401909.8873225922
1680,340683.21576112584
1681,259447.2490156262
1682,322695.96535980416
1683,182448.82898673325
1684,179455.12335102263
1685,172193.37227284384
1686,174854.21151067366
1687,170934.76738801878
1688,194815.78469497923
1689,196931.77306620168
1690,201139.7491497639
1691,181294.77321514254
1692,271438.6358309683
1693,172226.93734016005
1694,179871.1689742538
1695,165652.40478318618
1696,286042.78782002896
1697,164259.51290934384
1698,352978.7308164871
1699,316338.5920012318
1700,251739.01785529754
1701,279775.64150552376
1702,251897.57433253416
1703,259972.4531788365
1704,287696.7055318918
1705,237131.9352185522
1706,443150.3071206016
1707,217784.74624447105
1708,212002.6805819395
1709,274574.1236658121
1710,229784.48106713084
1711,267334.3234994829
1712,264691.29340387875
1713,284980.68390725943
1714,225771.00049610445
1715,208169.6036881566
1716,181703.6017902476
1717,173860.90858261372
1718,133521.51317674015
1719,204404.32022364982
1720,244321.82623804783
1721,172659.4909816621
1722,129192.24994343036
1723,161247.16466746558
1724,211922.41834448706
1725,235597.66309613478
1726,181978.61725689776
1727,162565.83930026015
1728,187257.33577187647
1729,156427.80675922649
1730,155385.6820074124
1731,115359.24359113544
1732,125021.00732884707
1733,120002.28676313878
1734,128926.20828856477
1735,139832.52556935028
1736,113846.77910463829
1737,334224.06379224296
1738,221190.08697308227
1739,268822.2279471845
1740,212200.43103590474
1741,200689.16852187322
1742,168009.89860251712
1743,176515.67713817448
1744,319139.31304549443
1745,211044.85939758286
1746,208820.9532539448
1747,227857.2344214614
1748,211627.14160729566
1749,157573.60241813067
1750,144943.16388951047
1751,241597.24699452004
1752,124343.30359571632
1753,138041.67702751365
1754,207207.1924474322
1755,174566.20312791652
1756,116636.67491297335
1757,115401.52391520914
1758,146114.4227124354
1759,165333.94058655747
1760,157225.34999303604
1761,149906.7835606619
1762,170976.64161007912
1763,171419.88518971275
1764,117391.7663676848
1765,161449.88594787192
1766,166747.38076684205
1767,198117.63992378477
1768,142226.8325738595
1769,170532.3799025019
1770,145571.44486678095
1771,130401.68914664321
1772,132907.48557054988
1773,132962.31847022826
1774,143609.4646208346
1775,127742.48486667308
1776,117591.94600294929
1777,107397.44615072034
1778,138973.64972976444
1779,116108.42371725674
